Nombre,Tipo,Subtipo,Estatus,Direccion Fisica,Region,Region Zipcode,Municipio,Fipcode,Zipcode,Contacto,Telefono,Tipo de Licencia,Numero de Licencia,Expiracion de Licencia,Estatus de Licencia,Capacidad
Inst. Hogar Maria Providencia,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 826 Ramal 8826, Bo. Guadiana, Naranjito, Pr",Bayamon,934,Naranjito,72105,719,Ediberto,(787)-458-9991,Licenciado,346,9/18/2023,Al dia,20
Casa Azareel Ii,Adultos Mayores,Institucion de Adultos,Operando,Carr. 159 Km 10.5 Bo. Dos Bocas,Bayamon,934,Naranjito,72105,719,Blanca,(787)-408-6471,Licenciado,495,10/20/2024,Al dia,24
Inst. Almaemis Home Care,Adultos Mayores,Institucion de Adultos,Operando,Carr. 152 Km 11.6 Interior Lote #2,Bayamon,934,Naranjito,72105,719,Elizabeth,(787)-610-4422,Licenciado,410,1/24/2024,Al dia,24
"Accion Social De Pr, Inc. C.S.M. Anones",Adultos Mayores,CAMPEA,Operando,"Carr. 878 Km. 0.6 Bo. Anones, Sector La Maya",Bayamon,934,Naranjito,72105,719,Grisel,(787)-869-6295,Licenciado,30,8/30/2024,Al dia,50
Municipio De Naranjito Cam Angeles De Luz,Adultos Mayores,CAMPEA,Operando,"Carr. 825 Km. 0.1 Bo. Pueblo,",Bayamon,934,Naranjito,72105,719,Widalys,(787)-227-0156,Licenciado,28,7/21/2025,Al dia,75
"Accion Social De Pr, Inc.",Adultos Mayores,CAMPEA,Operando,"Bo. Los Pollos Carr. 757, Int. 7757 Km O.4",Guayama,784,Naranjito,72105,719,Jedsenia,(787)-803-7700,Licenciado,181,1/26/2025,Al dia,45
"Inst. Casa Ofelia, Inc",Adultos Mayores,Institucion de Adultos,Operando,Carr. 569 Km 1.5 Int. Bo. Sabana,Ponce,716,Orocovis,72107,720,Nancy,(787)-516-2456,Licenciado,1741,12/13/2023,Al dia,9
Campea Municipio Orocovis,Adultos Mayores,CAMPEA,Operando,Calle Ramos Antonini #104,Ponce,716,Orocovis,72107,720,Maria Gonzalez Perez,(787)-867-2240,Licenciado,1732,10/7/2023,Al dia,75
Inst. Hogar Brisas Del Mar Inc.,Adultos Mayores,Institucion de Adultos,Operando,Bo. Gualdaraya Sector Recio Calle Vista Mar #16,Guayama,784,Patillas,72109,723,Elio,(787)-226-3677,Licenciado,137,5/19/2024,Al dia,19
Inst. Hogar Brisas Del Mar Ii,Adultos Mayores,Institucion de Adultos,Operando,Carr. 757 Km 1.8 Sector Caguita #8,Guayama,784,Orocovis,72109,723,Nydia,(787)-226-3677,Licenciado,180,1/6/2025,Al dia,23
Inst. Hogar Cataleya Inc.,Adultos Mayores,Institucion de Adultos,Operando,Bo. Cuevas Carr. 390 Km 0 Hm 2,Ponce,716,Penuelas,72111,624,Ilaine,(787)-585-4942,Licenciado,1452,4/26/2025,Al dia,12
Campea Centro De Envejecientes De Penuelas,Adultos Mayores,CAMPEA,Operando,Calle Doctor Loyola Num. 615,Ponce,716,Penuelas,72111,624,Ana,(787)-213-0941,Licenciado,1362,8/9/2027,Al dia,60
Hogar Sustituto Martinez- Roman (Magalie),Adultos Mayores,Hogar Sustituto,Operando,Urb. Constancia Calle Plazuela 2547,Ponce,716,Ponce,72113,717,Magalie,(787)-284-2794,Licenciado,1652,5/15/2025,Al dia,4
Hogar Sustituto Plaza - Arce,Adultos Mayores,Hogar Sustituto,Operando,Bo. Palmarejo Calle Villa Ruiz,Ponce,716,Ponce,72113,717,Suheilly,(939)-328-1282,Licenciado,1795,7/20/2024,Al dia,4
Hs Rodriguez Nieves (Damaris),Adultos Mayores,Hogar Sustituto,Operando,Urb. Mercedita,Ponce,716,Ponce,72113,731,Damaris,(787)-326-7018,Licenciado,1574,6/12/2025,Al dia,4
Hogar Sustituto Nieves Rodriguez (Lizzette),Adultos Mayores,Hogar Sustituto,Operando,Urb. San Antonio Calle Duende #816,Ponce,716,Ponce,72113,717,Lizzette,(787)-387-0720,Licenciado,1567,4/8/2025,Al dia,5
Hogar Sustituto Rodriguez- Fernandez,Adultos Mayores,Hogar Sustituto,Operando,Urb. Quintas Del Sur Calle 9 M-11,Ponce,716,Ponce,72113,717,Lourdes,(787)-901-6354,Licenciado,1631,9/12/2024,Al dia,5
Hogar Sustituto Serrano Vazquez (Jacqueline),Adultos Mayores,Hogar Sustituto,Operando,"Villa Ramonita #12 Bo. Magueyes, Ponce",Ponce,716,Ponce,72113,728,Jacqueline,(939)-579-7509,Licenciado,1625,6/7/2024,Al dia,5
Hs Maldonado Santiago,Adultos Mayores,Hogar Sustituto,Operando,Barriada Clausell Calle Siena #62,Ponce,716,Ponce,72113,731,Ruth,(939)-248-0977,Licenciado,1720,8/15/2025,Al dia,5
Hogar Sustituto Santiago-Franco,Adultos Mayores,Hogar Sustituto,Operando,Urbanizacion Villa Grillasca,Ponce,716,Ponce,72113,717,Glorimari,(787)-306-7764,Licenciado,L09230445,4/19/2025,Al dia,6
Hogar Sustituto Baez- Rivera,Adultos Mayores,Hogar Sustituto,Operando,Urb. San Antonio Calle Doncella #1728,Ponce,716,Ponce,72113,728,Elsa,(787)-841-3277,Licenciado,1636,11/21/2024,Al dia,6
Hs Jose Martinez Nieves,Adultos Mayores,Hogar Sustituto,Operando,Urb. Jardines Del Caribe Calle 23- S-7,Ponce,716,Ponce,72113,728,Jose,(787)-672-2237,Licenciado,1785,1/19/2024,Al dia,6
Hs Otero Montes/ Vida De Esperanza,Adultos Mayores,Hogar Sustituto,Operando,Jardines Del Caribe Calle 23 S-4,Ponce,716,Ponce,72113,728,Jaime,(787)-242-2346,Licenciado,1783,1/19/2024,Vencida,6
Rodriguez - Nieves (Sandalio),Adultos Mayores,Hogar Sustituto,Operando,Urb. San Antonio Calle Doncella 1758,Ponce,716,Ponce,72113,728,Sandalio,(787)-472-3001,Licenciado,L09230776,7/5/2025,Al dia,6
Hogar Sustituto Colon - Padilla,Adultos Mayores,Hogar Sustituto,Operando,Urb. Jaime L. Drew 2 Avenida E,Ponce,716,Ponce,72113,730,Nilda,(787)-202-0190,Licenciado,1265,12/7/2023,Al dia,6
Hogar Sustituto Crespo Mandry,Adultos Mayores,Hogar Sustituto,Operando,Urb. Glenview Gardens Avenida Glen B4,Ponce,716,Ponce,72113,730,Sugeil,(787)-844-5535,Licenciado,1799,8/24/2024,Al dia,6
Hs Martinez - Malave,Adultos Mayores,Hogar Sustituto,Operando,Urb. Jaime L. Drew Ave E #32,Ponce,716,Ponce,72113,730,Cruzmarie,(787)-967-8534,Licenciado,L09230336,12/21/2024,Al dia,6
Hs Medina Medina,Adultos Mayores,Hogar Sustituto,Operando,Bo. Quebrada Limon Carr. 502 Int. 520 Km 2.7,Ponce,716,Ponce,72113,731,Sheila Medina Medina,(787)-938-0296,Licenciado,1787,2/1/2024,Al dia,6
Inst. Hogar Real Inc,Adultos Mayores,Institucion de Adultos,Operando,Carr. 511 Km 3.2 Real Anon,Ponce,716,Ponce,72113,780,Ivelisse,(787)-344-8756,Licenciado,1758,3/9/2025,Al dia,7
J & M Dream Home Corp,Adultos Mayores,Institucion de Adultos,Operando,Urb. Villa Del Carmen Carr. 150 Km 19.5,Ponce,716,Ponce,72113,716,Maria,(787)-672-3977,Licenciado,1763,4/14/2025,Al dia,10
Ia Nuevo Renacer Corp.,Adultos Mayores,Institucion de Adultos,Operando,Urb. Jardines Del Caribe Calle 21 #114,Ponce,716,Ponce,72113,728,Haydee,(787)-218-4854,Licenciado,1651,5/3/2025,Al dia,10
"Las Ninas Del Recuerdo, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Calle Reina #161, Esquina Caridad",Ponce,716,Ponce,72113,730,Madelyn,(787)-661-1680,Licenciado,1721,7/8/2025,Al dia,10
Hogar San Cristobal Ponce,Adultos Mayores,Institucion de Adultos,Operando,Calle Cristina #23,Ponce,716,Ponce,72113,730,Dagllanam Ai,(939)-900-5210,Licenciado,L09230224,12/12/2024,Al dia,12
Institucion Shadai Inc.,Adultos Mayores,Institucion de Adultos,Operando,Calle Aurora 3936,Ponce,716,Ponce,72113,717,Miguel,(787)-643-5932,Licenciado,1709,4/10/2025,Al dia,14
"Hogar Sol De Amor, Inc",Adultos Mayores,Institucion de Adultos,Operando,Carr. 132 Km 7.5 Ponce,Ponce,716,Ponce,72113,728,Jeliam,(787)-472-5660,Licenciado,1748,8/21/2024,Al dia,15
Institucion Nuevo Horizonte I Inc.,Adultos Mayores,Institucion de Adultos,Operando,Bo. Real Anon Carr. 511 Km 1.6,Ponce,716,Ponce,72113,730,Stephanie,(939)-242-6841,Licenciado,1505,11/26/2023,Al dia,15
Inst. Hogar Valle Del Sol Inc.,Adultos Mayores,Institucion de Adultos,Operando,Urb. La Rambla Calle Aragon #805,Ponce,716,Ponce,72113,731,Doel,(787)-248-3024,Licenciado,1777,10/29/2023,Al dia,15
Inst. Hogar Misericordia De Dios,Adultos Mayores,Institucion de Adultos,Operando,Villados Rio Portugues 3144,Ponce,716,Ponce,72113,717,Omayra,(787)-630-4425,Licenciado,1786,2/1/2024,Al dia,16
Inst. Centro De Envejecientes Jardin Edad Dorada Inc.,Adultos Mayores,Institucion de Adultos,Operando,Calle Torres #48,Ponce,716,Ponce,72113,730,Carmen,(939)-419-1524,Licenciado,1624,5/29/2024,Al dia,16
Inst. Heaven Soldiers Nursing Home Inc.,Adultos Mayores,Institucion de Adultos,Operando,Comunidad El Paraiso Calle Principal A-5,Ponce,716,Ponce,72113,731,Jose,(787)-580-7528,Licenciado,1705,2/25/2025,Al dia,17
Institucion Hogar Manantial De Vida Inc.,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 132 Ramal 549, Bo. Quebrada Del Agua Sector Los Garcia",Ponce,716,Ponce,72113,628,Abigail,(787)-505-6646,Licenciado,1480,9/10/2023,Al dia,18
Inst. Hogar La Arboleda Inc,Adultos Mayores,Institucion de Adultos,Operando,Cerrillo Hoyos Blv Julian Rodriguez #3,Ponce,716,Ponce,72113,780,Ivan,(787)-507-1717,Licenciado,1702,1/30/2025,Al dia,19
Hogar San Cristobal De Villalba,Adultos Mayores,Institucion de Adultos,Operando,Calle Munoz Rivera #40,Ponce,716,Ponce,72113,730,Ivette,(787)-315-9096,Licenciado,1547,9/20/2024,Al dia,20
Lazaris Inc.,Adultos Mayores,Institucion de Adultos,Operando,Bo. Real Anon Carr. 511 Km. 3.4,Ponce,716,Ponce,72113,780,Michael,(787)-944-5286,Licenciado,1800,9/10/2024,Al dia,20
Hacienda Hogar Abuelita Lolin Inc.,Adultos Mayores,Institucion de Adultos,Operando,Carr. 14 Km 29.2 Interior Bo. Los Llanos,Ponce,716,Ponce,72113,717,Rodolfo,(787)-400-2183,Licenciado,1619,4/5/2024,Al dia,21
Inst. Hogar Querubines,Adultos Mayores,Institucion de Adultos,Operando,"Bo. Magueyes Sector Corral Viejo Carr. 127, Km. 12.8",Ponce,716,Ponce,72113,728,Milagros Feliciano Tarafa,(939)-992-9078,Licenciado,1492,10/1/2023,Al dia,21
Direydi S.C. Inc.,Adultos Mayores,Institucion de Adultos,Operando,Urb. Jardines Fagot Calle Pasionaria Q-4,Ponce,716,Ponce,72113,716,Maribel,(787)-236-9226,Licenciado,1798,8/17/2024,Al dia,22
Inst. Hogar Sol De Vida Inc.,Adultos Mayores,Institucion de Adultos,Operando,Carr. 132 Km 17.3,Ponce,716,Ponce,72113,731,Gretchen,(939)-239-2477,Licenciado,1301,11/7/2024,Al dia,27
Institucion Esperanza Unida,Adultos Mayores,Institucion de Adultos,Operando,Calle Hucar 38 A Sabanetas Mercedita,Ponce,716,Ponce,72113,716,Rafael,(787)-840-3147,Licenciado,605,12/4/2024,Al dia,35
Inst. Hogar Senior Citizens,Adultos Mayores,Institucion de Adultos,Operando,Calle Marina 9143,Ponce,716,Ponce,72113,717,Migdalia,(787)-382-4233,Licenciado,1695,10/31/2024,Al dia,37
Centro De Envejecientes Satelite El Tuque,Adultos Mayores,CAMPEA,Operando,Sector Nueva Vida El Tuque Calle Los Millonarios,Ponce,716,Ponce,72113,716,Yolanda,(787)-259-1617,Licenciado,1344,5/19/2025,Al dia,40
Inst. Hogar Inmaculado Corazon De Maria,Adultos Mayores,Institucion de Adultos,Operando,Ramos Antonini #683 El Tuque,Ponce,716,Ponce,72113,728,Mary,(787)-841-5443,Licenciado,1668,7/27/2025,Al dia,41
Inst. Viviendo Anos Dorados Inc.,Adultos Mayores,Institucion de Adultos,Operando,Urb. Valle Verde Calle Marginal Paseo Real #1086,Ponce,716,Ponce,72113,716,Glorivette,(787)-530-2221,Licenciado,1568,5/28/2025,Al dia,44
Institucion Nuevo Ebenezer En,Adultos Mayores,Institucion de Adultos,Operando,Comunidad El Paraiso Calle Principal #3,Ponce,716,Ponce,72113,730,Carmen,(787)-449-1797,Licenciado,1288,6/8/2024,Al dia,45
Campea Centro De Servicios Multiples Cruz,Adultos Mayores,CAMPEA,Operando,Carr. 14 Km 2.2 Al Lado Parque De Pelota Res. Dr. Pila,Ponce,716,Ponce,72113,717,Ana,(787)-844-0293,Licenciado,1614,2/25/2024,Al dia,51
Campea Centro De Envejecientes Perla Del Sur,Adultos Mayores,CAMPEA,Operando,Urb. Perla Del Sur,Ponce,716,Ponce,72113,716,Orlando,(787)-843-0436,Licenciado,17,5/31/2024,Al dia,100
Campea Esperanza Para La Vejez Luis,Adultos Mayores,CAMPEA,Operando,Ext. Gandara Calle Sabio #1617,Ponce,716,Ponce,72113,716,Monica,(787)-843-1050,Licenciado,1416,6/21/2024,Al dia,100
Campea Hogar Paz De Cristo,Adultos Mayores,CAMPEA,Operando,"Calle Los Claveles 47, Llanos Del Sur Cotto Laurel",Ponce,716,Ponce,72113,780,Alicia,(939)-217-4329,Licenciado,930,10/7/2023,Al dia,100
Institucion Hogar Santa Marta Ponce Inc.,Adultos Mayores,Institucion de Adultos,Operando,Calle 4 De Julio Final Cerro Betania,Ponce,716,Ponce,72113,716,Sor Gladys,(787)-840-7575,Licenciado,2,6/30/2024,Al dia,215
Hs Amarilys Perez Morell,Adultos Mayores,Hogar Sustituto,Operando,"Urb. Sombras De La Ceiba 222, Quebradillas",Arecibo,612,Quebradillas,72115,678,Amarilys Perez Morell,(787)-672-5103,Licenciado,390,12/14/2024,Al dia,6
Hs Hogar Mi Bendicion Inc,Adultos Mayores,Hogar Sustituto,Operando,"Bo. Cocos, Pr -2 Km 98.7",Arecibo,612,Quebradillas,72115,678,Elizabeth Barreto Villanueva,(939)-339-1430,Licenciado,394,12/1/2023,Al dia,6
Inst. Hogar Mi Esperanza,Adultos Mayores,Institucion de Adultos,Operando,Calle San Rafael #4,Arecibo,612,Quebradillas,72115,678,Amarilys,(787)-672-5103,Licenciado,313,4/26/2024,Al dia,10
Hogar Geriatrico Dulce Compania,Adultos Mayores,Institucion de Adultos,Operando,Carretera #113 Km 13.4,Arecibo,612,Quebradillas,72115,678,Jonathan,(787)-519-1522,Licenciado,L02230671,6/22/2025,Al dia,15
Inst. Hogar De Envejecientes  La Nueva Familia,Adultos Mayores,Institucion de Adultos,Operando,Carr.113 Km.13.3,Arecibo,612,Quebradillas,72115,678,Ivette Perez,(787)-217-5410,Licenciado,274,2/17/2024,Al dia,15
Inst. Jesus Emmanuel,Adultos Mayores,Institucion de Adultos,Operando,Carr. #2 Km 102.3 Bo. Terranova,Arecibo,612,Quebradillas,72115,678,Janet Nieves,(787)-356-7883,Licenciado,289,8/22/2025,Al dia,20
Hogar Alas De Amor Inc,Adultos Mayores,Institucion de Adultos,Operando,Carr #2 Int Km 98.1,Arecibo,612,Quebradillas,72115,678,Raquel,(787)-229-8998,Licenciado,264,9/7/2024,Al dia,41
Campea Wilfredo Iglesias Guzman,Adultos Mayores,CAMPEA,Operando,"Calle  Luis Muniz Rivera, Anexo Al Cdt,",Arecibo,612,Quebradillas,72115,678,Jose Rios Escoriaza,(787)-291-0177,Licenciado,1,2/7/2024,Al dia,75
"Institucion Hogar Faro De Luz, Elba Iris, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 152 Km 8.2 Bo. Quebradillas, Sector Los Mercados, Barranquitas",Caguas,725,Quebradillas,72115,678,Geylee,(787)-695-8213,Licenciado,341,9/21/2023,Al dia,22
Centro De Actividades Multiples De Rincon Playeros De La Edad De Oro,Adultos Mayores,CAMPEA,Operando,"Calle Nueva Final,",Aguadilla,603,Rincon,72117,677,Sylvette,(787)-823-0640,Licenciado,36,2/26/2024,Al dia,75
Bello Atardecer Home Care Inc,Adultos Mayores,Centro de Cuido para Adultos,Operando,"Carr. 958, B-89 C. 9, Río Grande, 00745",Carolina,982,Rio Grande,72119,745,Jenny,(787)-633-5723,Licenciado,482,12/12/9999,Vencida,0
Crisandres House L.L.C.,Adultos Mayores,Hogar Sustituto,Operando,"Calle 14 E-75,",Carolina,982,Rio Grande,72119,745,Liara,(787)-661-2777,Licenciado,182,2/21/2025,Al dia,5
Hogar Sustituto Guadalupe,Adultos Mayores,Hogar Sustituto,Operando,Carr. 967 Km 1.6  Bo. Las Tres T,Carolina,982,Rio Grande,72119,745,Guadalupe,(787)-972-9348,Licenciado,178,5/26/2024,Al dia,5
"Hogar Guadalupe De Rio Grande, Inc.",Adultos Mayores,Hogar Sustituto,Operando,Carr. 967 Km. 1.6 Sector Muniz Muniz Bo. Las 3 T Rio Grande,Carolina,982,Rio Grande,72119,745,Margarita,(787)-239-3668,Licenciado,159,7/14/2024,Al dia,6
"Inst. Hogar Mi Sueno De Oro, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 955 Km 1.8 Interior Bo. Juan Gonzalez, Rio Grande",Carolina,982,Rio Grande,72119,745,Maria,(939)-245-4808,Licenciado,397,5/5/2025,Al dia,15
"Hogar De Luz, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Calle 41 Bb173, Jardines De Rio Grande,",Carolina,982,Rio Grande,72119,745,Sariluz,(787)-478-7537,Licenciado,451,9/26/2024,Al dia,16
Inst. Coco Beach Home Care,Adultos Mayores,Institucion de Adultos,Operando,Calle Vizcay Num 15 Coco Beach,Carolina,982,Rio Grande,72119,745,Keila,(787)-240-7381,Licenciado,433,8/2/2024,Al dia,17
Inst. Hogar La Gloria De Dios,Adultos Mayores,Institucion de Adultos,Operando,Calle Rossy Garcia  #2,Carolina,982,Rio Grande,72119,745,Josean,(787)-462-6632,Licenciado,447,6/27/2024,Al dia,20
Inst.  Hogar La Victoria,Adultos Mayores,Institucion de Adultos,Operando,Carr. 186 Km. 25.5 Sector Villa Calzada Bo El Verde,Carolina,982,Rio Grande,72119,745,Luz,(787)-888-8645,Licenciado,407,1/11/2024,Al dia,22
Inst. Hogar El Abrigo De Dios,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 966 Km 1.3 Sector Jerico Bo. El Zarzal, Rio Grande",Carolina,982,Rio Grande,72119,745,Margarita,(787)-435-8625,Licenciado,316,4/17/2025,Al dia,22
"Hogar Gonzuarez, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Urb. Colinas Del Yunque,",Carolina,982,Rio Grande,72119,745,Iris,(787)-612-4202,Licenciado,435,10/7/2024,Al dia,24
Inst. De Jesus Melendez,Adultos Mayores,Institucion de Adultos,Operando,Calle Marte #50 Costa Del Sol,Carolina,982,Rio Grande,72119,745,Johana,(787)-888-4431,Licenciado,437,10/14/2024,Al dia,28
"Inst. Bendicion Dorada, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Carr. 186 Km 23.7 Bo. El Verde,Carolina,982,Rio Grande,72119,745,Caroline,(787)-657-3751,Licenciado,429,6/19/2025,Al dia,44
Campea Jardin El Yunque,Adultos Mayores,CAMPEA,Operando,Carr. 966 Km. 2.5 Bo. Zarzal Sector Los,Carolina,982,Rio Grande,72119,745,Iris,(787)-920-2058,Licenciado,37,2/6/2024,Al dia,65
Monte Verde Health Inc,Adultos Mayores,Centro de Cuido para Adultos,Operando,"Calle 4 B-33, Estancias De San Fernando, Carolina, Pr, 00985",Carolina,982,Rio Grande,72119,745,Jenny,(787)-633-5723,Licenciado,HGESM- 0939,12/12/9999,Vencida,0
Inst. Hogar El Campo Eliasib Dios Restaura,Adultos Mayores,Institucion de Adultos,Operando,"Carr 3 Km 1117.6, Sector El Merle, Patillas",Guayama,784,Rio Grande,72119,745,Virgina,(939)-630-0136,Licenciado,108,7/13/2024,Al dia,29
Hogar Sustituto Eterna Esperanza,Adultos Mayores,Hogar Sustituto,Operando,Carr. 363 Km 0.3 Bo. Santana Sector La Maquina,Mayaguez,680,Sabana Grande,72121,637,David,(787)-804-1007,Licenciado,77,2/19/2024,Al dia,6
"Hogar Esperanza De Vida Y Fe I, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Bo. Susua Baja Calle Parque #72,Mayaguez,680,Sabana Grande,72121,637,Suheily,(787)-827-8022,Licenciado,228,12/15/2024,Al dia,14
"Hogar Tu Nueva Esperanza,Llc.",Adultos Mayores,Institucion de Adultos,Operando,Reparto Las Tunas Sector La Pica E-13,Mayaguez,680,Sabana Grande,72121,637,Genesis,(787)-613-8401,Licenciado,242,3/3/2024,Al dia,15
"Institucion De Ancianos San Isidro, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Bo. Las Guaras Carr. 328 Km. 0.1 Sabana Grande,Mayaguez,680,Sabana Grande,72121,637,Waleska,(787)-543-3889,Licenciado,188,5/14/2023,Vencida,20
F&M Enterprises Dba Cecat,Adultos Mayores,Institucion de Adultos,Operando,"Colonia Godreau, 9 C. Lirios, Salinas, 00751",Guayama,784,Salinas,72123,751,Fernando,(787)-595-9784,Licenciado,111,2/26/2024,Al dia,20
Inst. Sueno Dorado,Adultos Mayores,Institucion de Adultos,Operando,Villa Lanausse A- 9 Aguirre,Guayama,784,Salinas,72123,704,Milady,(787)-372-0300,Licenciado,172,11/8/2023,Al dia,21
Inst. Zalich Elderly Corp,Adultos Mayores,Institucion de Adultos,Operando,Parcelas Viejas #37 Bo. Coqui Salinas,Guayama,784,Salinas,72123,704,Harry,(787)-689-1818,Licenciado,28,2/16/2024,Al dia,41
Hogar Huellas De Jesus Inc,Adultos Mayores,Hogar Sustituto,Operando,Bo Montegrande Carr102,Mayaguez,680,San German,72125,683,Carmen,(787)-930-1547,Licenciado,L08230806,8/9/2025,Al dia,6
Inst. Hogar Sueno De Amor,Adultos Mayores,Institucion de Adultos,Operando,Urb. Ext. Calle Golondrina C-18,Mayaguez,680,San German,72125,683,Diana M. Escalera,(787)-892-0918,Licenciado,223,5/14/2021,Vencida,9
Inst. Hogar Sagrado Corazon,Adultos Mayores,Institucion de Adultos,Operando,Carr. 102 Int. Km 0.2 Maresua,Mayaguez,680,San German,72125,683,Pedro,(787)-612-3572,Licenciado,243,5/31/2024,Al dia,13
Inst. Maria Monserrate,Adultos Mayores,Institucion de Adultos,Operando,Bo.Hoconuco Bajo Interior Carr. 347 Km 4.4,Mayaguez,680,San German,72125,683,Edgardo,(939)-429-1729,Licenciado,100,5/27/2025,Al dia,16
Inst. Residencia De Mis Anos,Adultos Mayores,Institucion de Adultos,Operando,Carr. 102 Km 38.8 Int. Bo. Minillas,Mayaguez,680,San German,72125,683,Brenda,(787)-328-3982,Licenciado,239,8/18/2025,Al dia,17
"Inst. Hilda'S Home, Llc",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 3362 Km 0.4, Bo. Guama",Mayaguez,680,San German,72125,683,Iris,(787)-214-6889,Licenciado,231,2/11/2025,Al dia,18
"Hogar Villa Del Rey,Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 361 Km. 0.8 Bo. Cain Alto, San German",Mayaguez,680,San German,72125,683,Carlos,(787)-642-2627,Licenciado,250,7/29/2024,Al dia,20
Villa Esplendor Nursing Home Corp.,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 347 Km 4.5 Int. Bo. Hoconuco Bajo, Sector La Hacienda, San German",Mayaguez,680,San German,72125,683,Kathie,(787)-214-6019,Licenciado,257,12/31/2024,Al dia,20
Inst. Dunamis,Adultos Mayores,Institucion de Adultos,Operando,Carr. 330 Km 0.6 Duey Bajo San German,Mayaguez,680,San German,72125,683,Arnaldo,(787)-410-3869,Licenciado,97,4/25/2025,Al dia,22
Inst. San German Nursing Home,Adultos Mayores,Institucion de Adultos,Operando,Bo. Retiro Carr. 102 Km 34.5,Mayaguez,680,San German,72125,683,Marilyn,(787)-659-7299,Licenciado,185,4/12/2025,Al dia,25
"Hogar Esperanza De Vida Y Fe Ii, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Urbanizacion San Fiorenzo # 25,Mayaguez,680,Salinas,72125,683,Suheily,(787)-808-5221,Licenciado,251,9/14/2024,Al dia,26
"Inst. Hogar De Paz Mami Nancy, Inc",Adultos Mayores,Institucion de Adultos,Operando,Carr. 396 Km 2.9 Bo. Cain Alto,Mayaguez,680,San German,72125,683,Jose,(787)-962-9543,Licenciado,236,6/24/2025,Al dia,27
"De La Mano Nursing Home, Inc",Adultos Mayores,Institucion de Adultos,Operando,Carr 101 Km 1.8 Anones,Mayaguez,680,Salinas,72125,683,Shabelly,(787)-456-1239,Licenciado,258,5/11/2025,Al dia,30
Inst. Hogar San Marcos Ii De Mayaguez Inc.,Adultos Mayores,Institucion de Adultos,Operando,Bo. Cain Bajo Carr. 119 Km 78.6 San German,Mayaguez,680,San German,72125,683,Joel,(787)-400-1978,Licenciado,147,10/7/2024,Al dia,30
Inst. San German De Auxerre,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 101 Km. 1.8 Bo. Ancones, San German",Mayaguez,680,San German,72125,683,Luis Vazquez Santiago,(787)-892-5841,Licenciado,85,7/19/2019,Vencida,39
Campea Municipal Hoconuco Bajo,Adultos Mayores,CAMPEA,Operando,Carr. 119 Km 75.3 Bo. Hoconuco Bajo,Mayaguez,680,Salinas,72125,683,Odalis,(787)-892-9071,Licenciado,8,2/13/2025,Al dia,50
Campea Luis R. Ufret Toro,Adultos Mayores,CAMPEA,Operando,Bo. Sabana Grande Abajo Carr. 347 Km 0,Mayaguez,680,Salinas,72125,683,Odalis,(787)-264-2468,Licenciado,35,2/8/2025,Al dia,70
